train_no,train_type,distance_km,departure_date,day_of_week,weather_condition,delay_minutes,is_delayed
12423,Rajdhani,2100,2026-01-03,Saturday,Clear,6,0
22924,Superfast,1500,2025-12-18,Thursday,Clear,2,0
22924,Superfast,1500,2026-03-13,Friday,Rainy,64,1
22924,Superfast,1500,2025-11-01,Saturday,Clear,4,0
12423,Rajdhani,2100,2025-10-26,Sunday,Clear,2,0
12951,Rajdhani,1380,2025-06-24,Tuesday,Clear,2,0
12423,Rajdhani,2100,2025-11-14,Friday,Rainy,13,0
12951,Rajdhani,1380,2025-12-29,Monday,Clear,7,0
12423,Rajdhani,2100,2026-03-09,Monday,Foggy,67,1
22924,Superfast,1500,2025-04-29,Tuesday,Clear,0,0
11020,Express,1800,2025-10-23,Thursday,Rainy,77,1
11020,Express,1800,2025-12-07,Sunday,Clear,23,0
22924,Superfast,1500,2025-07-08,Tuesday,Clear,84,1
12951,Rajdhani,1380,2025-10-04,Saturday,Clear,9,0
11020,Express,1800,2026-02-23,Monday,Clear,28,0
12004,Shatabdi,450,2025-10-15,Wednesday,Clear,7,0
12951,Rajdhani,1380,2025-12-14,Sunday,Rainy,18,0
12423,Rajdhani,2100,2026-04-05,Sunday,Clear,6,0
11020,Express,1800,2025-07-25,Friday,Clear,8,0
12423,Rajdhani,2100,2026-02-03,Tuesday,Rainy,15,0
22924,Superfast,1500,2025-07-05,Saturday,Clear,2,0
11020,Express,1800,2025-11-14,Friday,Clear,6,0
22924,Superfast,1500,2026-03-23,Monday,Clear,8,0
12951,Rajdhani,1380,2025-07-24,Thursday,Clear,20,0
12004,Shatabdi,450,2025-07-02,Wednesday,Clear,2,0
12423,Rajdhani,2100,2026-03-13,Friday,Stormy,12,0
12951,Rajdhani,1380,2025-07-02,Wednesday,Rainy,33,0
22924,Superfast,1500,2025-06-29,Sunday,Rainy,41,0
12004,Shatabdi,450,2025-06-28,Saturday,Clear,18,0
12004,Shatabdi,450,2025-12-19,Friday,Foggy,39,0
22924,Superfast,1500,2025-09-26,Friday,Rainy,50,0
12951,Rajdhani,1380,2025-06-30,Monday,Clear,1,0
12004,Shatabdi,450,2025-04-28,Monday,Clear,2,0
12423,Rajdhani,2100,2025-08-04,Monday,Rainy,17,0
11020,Express,1800,2026-04-02,Thursday,Stormy,27,0
11020,Express,1800,2025-07-30,Wednesday,Clear,59,0
12951,Rajdhani,1380,2025-09-11,Thursday,Stormy,3,0
12951,Rajdhani,1380,2025-05-13,Tuesday,Rainy,15,0
12423,Rajdhani,2100,2025-06-30,Monday,Foggy,45,0
12423,Rajdhani,2100,2025-06-20,Friday,Clear,5,0
12951,Rajdhani,1380,2025-12-18,Thursday,Clear,8,0
12951,Rajdhani,1380,2026-03-19,Thursday,Rainy,15,0
12004,Shatabdi,450,2025-11-01,Saturday,Rainy,25,0
22924,Superfast,1500,2025-08-25,Monday,Foggy,76,1
11020,Express,1800,2025-08-08,Friday,Rainy,25,0
12004,Shatabdi,450,2025-11-01,Saturday,Stormy,23,0
22924,Superfast,1500,2025-09-25,Thursday,Foggy,141,1
12951,Rajdhani,1380,2025-12-14,Sunday,Clear,7,0
12004,Shatabdi,450,2026-01-18,Sunday,Rainy,8,0
22924,Superfast,1500,2026-03-29,Sunday,Foggy,148,1
11020,Express,1800,2026-01-11,Sunday,Foggy,150,1
11020,Express,1800,2025-05-20,Tuesday,Foggy,158,1
12004,Shatabdi,450,2025-09-19,Friday,Clear,21,0
12004,Shatabdi,450,2025-05-27,Tuesday,Clear,10,0
11020,Express,1800,2026-02-09,Monday,Clear,10,0
12004,Shatabdi,450,2025-08-11,Monday,Clear,2,0
12423,Rajdhani,2100,2025-08-01,Friday,Clear,1,0
11020,Express,1800,2026-03-07,Saturday,Clear,0,0
22924,Superfast,1500,2025-07-09,Wednesday,Clear,3,0
22924,Superfast,1500,2025-12-10,Wednesday,Stormy,14,0
22924,Superfast,1500,2026-01-20,Tuesday,Clear,33,0
22924,Superfast,1500,2025-11-11,Tuesday,Clear,1,0
12423,Rajdhani,2100,2025-07-03,Thursday,Clear,1,0
12951,Rajdhani,1380,2026-03-30,Monday,Rainy,21,0
12423,Rajdhani,2100,2026-02-18,Wednesday,Clear,5,0
12951,Rajdhani,1380,2025-07-31,Thursday,Clear,12,0
12004,Shatabdi,450,2026-03-24,Tuesday,Rainy,22,0
12951,Rajdhani,1380,2025-06-24,Tuesday,Rainy,22,0
11020,Express,1800,2025-06-18,Wednesday,Foggy,135,1
12423,Rajdhani,2100,2025-09-25,Thursday,Clear,0,0
11020,Express,1800,2026-03-21,Saturday,Clear,11,0
12951,Rajdhani,1380,2026-01-21,Wednesday,Clear,2,0
12951,Rajdhani,1380,2025-12-03,Wednesday,Clear,3,0
22924,Superfast,1500,2026-01-12,Monday,Clear,1,0
11020,Express,1800,2026-01-26,Monday,Clear,28,0
11020,Express,1800,2025-07-19,Saturday,Clear,4,0
22924,Superfast,1500,2025-06-01,Sunday,Clear,11,0
12951,Rajdhani,1380,2026-03-07,Saturday,Stormy,3,0
11020,Express,1800,2026-03-21,Saturday,Clear,11,0
12004,Shatabdi,450,2025-06-19,Thursday,Rainy,10,0
12004,Shatabdi,450,2025-08-12,Tuesday,Clear,1,0
12951,Rajdhani,1380,2025-12-25,Thursday,Rainy,18,0
11020,Express,1800,2025-05-10,Saturday,Stormy,17,0
12004,Shatabdi,450,2025-12-08,Monday,Foggy,69,1
11020,Express,1800,2026-02-27,Friday,Stormy,3,0
22924,Superfast,1500,2026-04-04,Saturday,Clear,9,0
22924,Superfast,1500,2026-03-23,Monday,Rainy,53,0
12951,Rajdhani,1380,2026-03-12,Thursday,Clear,19,0
11020,Express,1800,2026-03-28,Saturday,Clear,33,0
12951,Rajdhani,1380,2025-05-10,Saturday,Foggy,54,0
12423,Rajdhani,2100,2026-02-01,Sunday,Clear,5,0
11020,Express,1800,2025-12-21,Sunday,Clear,8,0
22924,Superfast,1500,2025-12-18,Thursday,Clear,24,0
12951,Rajdhani,1380,2025-08-31,Sunday,Clear,5,0
22924,Superfast,1500,2025-06-04,Wednesday,Clear,8,0
22924,Superfast,1500,2025-12-25,Thursday,Clear,10,0
12004,Shatabdi,450,2025-04-28,Monday,Rainy,18,0
12951,Rajdhani,1380,2025-08-06,Wednesday,Clear,5,0
22924,Superfast,1500,2025-08-26,Tuesday,Foggy,124,1
12423,Rajdhani,2100,2025-09-06,Saturday,Clear,5,0
12951,Rajdhani,1380,2025-04-21,Monday,Clear,4,0
11020,Express,1800,2025-10-11,Saturday,Stormy,16,0
12004,Shatabdi,450,2026-02-13,Friday,Clear,1,0
11020,Express,1800,2025-06-03,Tuesday,Clear,2,0
22924,Superfast,1500,2025-06-24,Tuesday,Rainy,30,0
12423,Rajdhani,2100,2025-06-01,Sunday,Clear,0,0
12951,Rajdhani,1380,2025-11-21,Friday,Foggy,48,0
22924,Superfast,1500,2025-05-12,Monday,Clear,17,0
12004,Shatabdi,450,2026-04-05,Sunday,Stormy,2,0
12423,Rajdhani,2100,2026-01-23,Friday,Clear,8,0
12951,Rajdhani,1380,2026-02-28,Saturday,Clear,5,0
12423,Rajdhani,2100,2025-06-24,Tuesday,Foggy,79,1
11020,Express,1800,2026-02-08,Sunday,Clear,6,0
22924,Superfast,1500,2026-01-19,Monday,Clear,11,0
12423,Rajdhani,2100,2026-02-07,Saturday,Clear,9,0
22924,Superfast,1500,2025-09-19,Friday,Clear,20,0
12004,Shatabdi,450,2025-04-26,Saturday,Foggy,87,1
11020,Express,1800,2026-04-10,Friday,Foggy,129,1
12004,Shatabdi,450,2025-12-16,Tuesday,Clear,8,0
22924,Superfast,1500,2025-05-28,Wednesday,Foggy,144,1
22924,Superfast,1500,2025-12-19,Friday,Clear,25,0
12004,Shatabdi,450,2026-02-05,Thursday,Rainy,21,0
22924,Superfast,1500,2025-09-15,Monday,Clear,13,0
22924,Superfast,1500,2025-12-03,Wednesday,Rainy,70,1
22924,Superfast,1500,2025-06-29,Sunday,Stormy,18,0
11020,Express,1800,2025-09-18,Thursday,Rainy,28,0
12004,Shatabdi,450,2026-03-12,Thursday,Clear,3,0
12423,Rajdhani,2100,2025-07-21,Monday,Rainy,18,0
12004,Shatabdi,450,2026-01-18,Sunday,Clear,3,0
12951,Rajdhani,1380,2026-03-01,Sunday,Rainy,11,0
12004,Shatabdi,450,2026-03-30,Monday,Foggy,66,1
12951,Rajdhani,1380,2025-07-30,Wednesday,Clear,11,0
12423,Rajdhani,2100,2025-06-06,Friday,Foggy,89,1
22924,Superfast,1500,2026-04-06,Monday,Clear,4,0
12951,Rajdhani,1380,2025-10-23,Thursday,Clear,5,0
12423,Rajdhani,2100,2025-09-06,Saturday,Rainy,22,0
11020,Express,1800,2026-01-19,Monday,Clear,8,0
11020,Express,1800,2026-03-22,Sunday,Foggy,105,1
22924,Superfast,1500,2025-07-16,Wednesday,Clear,26,0
22924,Superfast,1500,2025-07-20,Sunday,Foggy,123,1
11020,Express,1800,2025-10-23,Thursday,Rainy,29,0
22924,Superfast,1500,2025-05-08,Thursday,Clear,23,0
12951,Rajdhani,1380,2026-02-03,Tuesday,Clear,7,0
12004,Shatabdi,450,2025-11-30,Sunday,Rainy,15,0
11020,Express,1800,2025-07-22,Tuesday,Rainy,24,0
11020,Express,1800,2025-12-24,Wednesday,Foggy,133,1
12004,Shatabdi,450,2025-04-27,Sunday,Clear,2,0
12004,Shatabdi,450,2025-12-27,Saturday,Rainy,24,0
22924,Superfast,1500,2025-10-01,Wednesday,Foggy,126,1
12951,Rajdhani,1380,2025-09-09,Tuesday,Clear,0,0
12951,Rajdhani,1380,2026-02-14,Saturday,Clear,7,0
22924,Superfast,1500,2025-05-21,Wednesday,Clear,2,0
12004,Shatabdi,450,2025-12-10,Wednesday,Stormy,1,0
11020,Express,1800,2025-07-08,Tuesday,Clear,2,0
22924,Superfast,1500,2025-10-05,Sunday,Clear,45,0
22924,Superfast,1500,2025-12-13,Saturday,Clear,3,0
12423,Rajdhani,2100,2025-05-11,Sunday,Clear,4,0
12004,Shatabdi,450,2026-04-07,Tuesday,Clear,6,0
12423,Rajdhani,2100,2025-12-23,Tuesday,Foggy,77,1
12004,Shatabdi,450,2026-04-07,Tuesday,Clear,13,0
11020,Express,1800,2025-08-14,Thursday,Clear,15,0
12004,Shatabdi,450,2025-09-17,Wednesday,Foggy,63,1
12004,Shatabdi,450,2026-01-30,Friday,Clear,8,0
12004,Shatabdi,450,2025-07-18,Friday,Clear,1,0
12004,Shatabdi,450,2025-08-11,Monday,Foggy,32,0
12951,Rajdhani,1380,2025-04-25,Friday,Stormy,13,0
22924,Superfast,1500,2026-01-04,Sunday,Foggy,108,1
22924,Superfast,1500,2025-08-28,Thursday,Clear,9,0
12423,Rajdhani,2100,2025-06-25,Wednesday,Clear,5,0
12004,Shatabdi,450,2025-08-02,Saturday,Clear,0,0
12004,Shatabdi,450,2026-01-28,Wednesday,Clear,7,0
22924,Superfast,1500,2026-03-18,Wednesday,Clear,9,0
12951,Rajdhani,1380,2025-07-03,Thursday,Clear,5,0
11020,Express,1800,2025-12-18,Thursday,Clear,17,0
12423,Rajdhani,2100,2025-10-01,Wednesday,Clear,6,0
12951,Rajdhani,1380,2025-09-30,Tuesday,Foggy,45,0
12951,Rajdhani,1380,2026-02-05,Thursday,Clear,11,0
12423,Rajdhani,2100,2025-04-16,Wednesday,Rainy,28,0
12004,Shatabdi,450,2025-08-04,Monday,Clear,0,0
22924,Superfast,1500,2025-06-12,Thursday,Rainy,56,0
12423,Rajdhani,2100,2025-11-07,Friday,Clear,2,0
22924,Superfast,1500,2025-05-09,Friday,Clear,17,0
22924,Superfast,1500,2025-06-17,Tuesday,Clear,12,0
11020,Express,1800,2025-10-03,Friday,Rainy,49,0
12004,Shatabdi,450,2025-07-07,Monday,Clear,10,0
12004,Shatabdi,450,2025-10-20,Monday,Clear,16,0
12423,Rajdhani,2100,2025-05-21,Wednesday,Rainy,27,0
12951,Rajdhani,1380,2025-10-10,Friday,Clear,11,0
12423,Rajdhani,2100,2025-09-05,Friday,Clear,24,0
12423,Rajdhani,2100,2026-02-23,Monday,Clear,7,0
11020,Express,1800,2025-08-04,Monday,Rainy,70,1
22924,Superfast,1500,2025-12-15,Monday,Clear,7,0
11020,Express,1800,2026-02-25,Wednesday,Clear,15,0
11020,Express,1800,2025-05-10,Saturday,Rainy,29,0
12951,Rajdhani,1380,2025-09-08,Monday,Clear,1,0
12423,Rajdhani,2100,2025-05-24,Saturday,Rainy,32,0
12951,Rajdhani,1380,2025-09-02,Tuesday,Clear,1,0
11020,Express,1800,2026-01-15,Thursday,Clear,8,0
11020,Express,1800,2025-05-29,Thursday,Foggy,121,1
22924,Superfast,1500,2025-06-23,Monday,Foggy,112,1
11020,Express,1800,2025-05-21,Wednesday,Clear,31,0
11020,Express,1800,2025-10-09,Thursday,Clear,15,0
22924,Superfast,1500,2025-04-26,Saturday,Rainy,61,1
11020,Express,1800,2026-04-04,Saturday,Clear,9,0
12423,Rajdhani,2100,2025-10-23,Thursday,Foggy,72,1
12423,Rajdhani,2100,2025-06-15,Sunday,Clear,19,0
12423,Rajdhani,2100,2025-07-29,Tuesday,Foggy,46,0
11020,Express,1800,2025-05-19,Monday,Foggy,153,1
12951,Rajdhani,1380,2026-01-02,Friday,Clear,0,0
12951,Rajdhani,1380,2026-01-11,Sunday,Foggy,65,1
11020,Express,1800,2025-11-09,Sunday,Clear,14,0
12423,Rajdhani,2100,2025-04-29,Tuesday,Clear,3,0
11020,Express,1800,2025-12-18,Thursday,Clear,21,0
22924,Superfast,1500,2025-05-30,Friday,Clear,8,0
22924,Superfast,1500,2025-10-30,Thursday,Clear,11,0
12951,Rajdhani,1380,2026-01-16,Friday,Foggy,77,1
12423,Rajdhani,2100,2025-08-02,Saturday,Foggy,81,1
12951,Rajdhani,1380,2025-05-07,Wednesday,Clear,6,0
12951,Rajdhani,1380,2025-04-23,Wednesday,Rainy,17,0
12951,Rajdhani,1380,2025-12-17,Wednesday,Clear,4,0
22924,Superfast,1500,2025-05-10,Saturday,Rainy,47,0
12004,Shatabdi,450,2026-01-01,Thursday,Clear,9,0
11020,Express,1800,2026-02-03,Tuesday,Clear,9,0
12004,Shatabdi,450,2026-04-07,Tuesday,Clear,19,0
12951,Rajdhani,1380,2025-06-14,Saturday,Clear,14,0
11020,Express,1800,2026-02-23,Monday,Clear,46,0
12423,Rajdhani,2100,2025-12-14,Sunday,Clear,0,0
11020,Express,1800,2025-11-16,Sunday,Clear,0,0
12004,Shatabdi,450,2025-12-26,Friday,Clear,0,0
12423,Rajdhani,2100,2025-09-07,Sunday,Rainy,16,0
12004,Shatabdi,450,2025-11-29,Saturday,Clear,17,0
22924,Superfast,1500,2025-11-27,Thursday,Clear,6,0
12951,Rajdhani,1380,2026-03-13,Friday,Clear,0,0
11020,Express,1800,2025-06-26,Thursday,Clear,28,0
12423,Rajdhani,2100,2025-05-23,Friday,Clear,29,0
22924,Superfast,1500,2025-09-04,Thursday,Foggy,151,1
12004,Shatabdi,450,2026-03-24,Tuesday,Foggy,57,0
22924,Superfast,1500,2025-09-25,Thursday,Clear,14,0
22924,Superfast,1500,2026-04-10,Friday,Rainy,35,0
12004,Shatabdi,450,2025-10-28,Tuesday,Foggy,70,1
12951,Rajdhani,1380,2025-11-01,Saturday,Clear,7,0
22924,Superfast,1500,2026-01-24,Saturday,Clear,4,0
12004,Shatabdi,450,2025-06-05,Thursday,Clear,1,0
12423,Rajdhani,2100,2026-04-09,Thursday,Rainy,16,0
12004,Shatabdi,450,2025-07-03,Thursday,Clear,3,0
12951,Rajdhani,1380,2025-08-21,Thursday,Clear,4,0
12423,Rajdhani,2100,2026-01-31,Saturday,Clear,16,0
12423,Rajdhani,2100,2026-01-10,Saturday,Clear,4,0
12951,Rajdhani,1380,2025-06-16,Monday,Clear,2,0
12004,Shatabdi,450,2026-02-05,Thursday,Rainy,2,0
12423,Rajdhani,2100,2025-09-28,Sunday,Clear,1,0
22924,Superfast,1500,2025-08-13,Wednesday,Clear,6,0
12423,Rajdhani,2100,2025-08-04,Monday,Rainy,20,0
12004,Shatabdi,450,2025-08-29,Friday,Clear,8,0
11020,Express,1800,2025-12-12,Friday,Clear,22,0
12951,Rajdhani,1380,2026-02-15,Sunday,Rainy,28,0
12004,Shatabdi,450,2025-11-22,Saturday,Rainy,25,0
11020,Express,1800,2025-07-28,Monday,Clear,0,0
11020,Express,1800,2025-05-03,Saturday,Clear,17,0
22924,Superfast,1500,2025-09-29,Monday,Foggy,102,1
12423,Rajdhani,2100,2025-04-16,Wednesday,Stormy,5,0
22924,Superfast,1500,2025-12-08,Monday,Clear,7,0
11020,Express,1800,2026-03-07,Saturday,Foggy,133,1
12951,Rajdhani,1380,2025-12-10,Wednesday,Clear,1,0
11020,Express,1800,2025-07-02,Wednesday,Clear,32,0
12951,Rajdhani,1380,2026-02-10,Tuesday,Clear,5,0
22924,Superfast,1500,2025-04-27,Sunday,Rainy,58,0
22924,Superfast,1500,2026-03-31,Tuesday,Clear,12,0
12951,Rajdhani,1380,2026-02-19,Thursday,Clear,0,0
22924,Superfast,1500,2025-11-01,Saturday,Clear,52,0
12004,Shatabdi,450,2025-06-30,Monday,Foggy,38,0
12951,Rajdhani,1380,2025-11-07,Friday,Stormy,34,0
12951,Rajdhani,1380,2025-04-23,Wednesday,Rainy,15,0
11020,Express,1800,2025-05-01,Thursday,Clear,7,0
11020,Express,1800,2025-10-02,Thursday,Rainy,57,0
22924,Superfast,1500,2025-06-18,Wednesday,Rainy,39,0
12004,Shatabdi,450,2025-12-15,Monday,Clear,5,0
22924,Superfast,1500,2025-12-10,Wednesday,Clear,2,0
22924,Superfast,1500,2025-11-15,Saturday,Rainy,32,0
11020,Express,1800,2025-08-07,Thursday,Clear,5,0
22924,Superfast,1500,2025-07-30,Wednesday,Rainy,66,1
12423,Rajdhani,2100,2025-09-02,Tuesday,Foggy,57,0
12951,Rajdhani,1380,2025-08-06,Wednesday,Clear,0,0
11020,Express,1800,2025-06-02,Monday,Rainy,39,0
11020,Express,1800,2025-10-07,Tuesday,Clear,38,0
22924,Superfast,1500,2025-11-29,Saturday,Clear,4,0
11020,Express,1800,2025-06-07,Saturday,Clear,13,0
12423,Rajdhani,2100,2025-04-20,Sunday,Clear,6,0
12951,Rajdhani,1380,2025-05-19,Monday,Clear,7,0
22924,Superfast,1500,2025-07-09,Wednesday,Clear,6,0
12004,Shatabdi,450,2025-04-24,Thursday,Clear,19,0
12004,Shatabdi,450,2026-03-10,Tuesday,Clear,2,0
22924,Superfast,1500,2025-11-11,Tuesday,Clear,31,0
11020,Express,1800,2025-08-20,Wednesday,Clear,18,0
12951,Rajdhani,1380,2025-11-27,Thursday,Rainy,17,0
12423,Rajdhani,2100,2026-01-14,Wednesday,Foggy,62,1
12951,Rajdhani,1380,2025-09-26,Friday,Rainy,14,0
22924,Superfast,1500,2025-05-05,Monday,Clear,2,0
11020,Express,1800,2025-07-18,Friday,Clear,33,0
12004,Shatabdi,450,2026-02-15,Sunday,Clear,9,0
11020,Express,1800,2026-03-05,Thursday,Rainy,34,0
11020,Express,1800,2026-01-25,Sunday,Clear,30,0
12423,Rajdhani,2100,2026-03-05,Thursday,Rainy,14,0
22924,Superfast,1500,2026-01-09,Friday,Clear,30,0
12004,Shatabdi,450,2026-01-09,Friday,Clear,16,0
12004,Shatabdi,450,2025-11-10,Monday,Foggy,42,0
12004,Shatabdi,450,2026-03-14,Saturday,Clear,15,0
12004,Shatabdi,450,2025-09-06,Saturday,Clear,5,0
12423,Rajdhani,2100,2026-03-21,Saturday,Stormy,2,0
12951,Rajdhani,1380,2025-09-09,Tuesday,Foggy,68,1
12951,Rajdhani,1380,2025-04-26,Saturday,Stormy,9,0
11020,Express,1800,2025-08-04,Monday,Clear,9,0
12951,Rajdhani,1380,2026-03-03,Tuesday,Clear,4,0
12004,Shatabdi,450,2025-10-02,Thursday,Clear,0,0
12423,Rajdhani,2100,2026-01-20,Tuesday,Rainy,27,0
11020,Express,1800,2025-12-05,Friday,Rainy,48,0
11020,Express,1800,2026-02-26,Thursday,Clear,42,0
22924,Superfast,1500,2026-04-12,Sunday,Clear,22,0
22924,Superfast,1500,2025-05-01,Thursday,Rainy,30,0
22924,Superfast,1500,2025-04-18,Friday,Clear,1,0
22924,Superfast,1500,2026-03-27,Friday,Foggy,210,1
12423,Rajdhani,2100,2025-04-28,Monday,Clear,0,0
12423,Rajdhani,2100,2026-04-06,Monday,Clear,6,0
12423,Rajdhani,2100,2025-07-05,Saturday,Stormy,4,0
11020,Express,1800,2026-01-28,Wednesday,Clear,4,0
12423,Rajdhani,2100,2025-11-06,Thursday,Clear,7,0
11020,Express,1800,2025-12-28,Sunday,Clear,8,0
22924,Superfast,1500,2026-04-09,Thursday,Rainy,41,0
11020,Express,1800,2025-08-01,Friday,Foggy,95,1
11020,Express,1800,2025-11-05,Wednesday,Clear,0,0
22924,Superfast,1500,2025-05-14,Wednesday,Rainy,33,0
12951,Rajdhani,1380,2026-04-01,Wednesday,Clear,4,0
22924,Superfast,1500,2025-08-31,Sunday,Clear,31,0
11020,Express,1800,2026-02-20,Friday,Clear,21,0
12423,Rajdhani,2100,2026-04-04,Saturday,Stormy,3,0
12423,Rajdhani,2100,2025-06-12,Thursday,Clear,16,0
12423,Rajdhani,2100,2025-06-25,Wednesday,Clear,4,0
22924,Superfast,1500,2026-03-21,Saturday,Foggy,184,1
12951,Rajdhani,1380,2025-10-20,Monday,Foggy,39,0
12951,Rajdhani,1380,2026-02-19,Thursday,Clear,11,0
11020,Express,1800,2025-08-04,Monday,Clear,1,0
22924,Superfast,1500,2025-05-17,Saturday,Clear,0,0
22924,Superfast,1500,2025-09-09,Tuesday,Clear,20,0
12951,Rajdhani,1380,2026-01-13,Tuesday,Foggy,57,0
12004,Shatabdi,450,2025-12-11,Thursday,Rainy,19,0
11020,Express,1800,2026-03-31,Tuesday,Clear,6,0
22924,Superfast,1500,2025-11-12,Wednesday,Clear,14,0
12951,Rajdhani,1380,2026-01-09,Friday,Rainy,11,0
11020,Express,1800,2025-04-23,Wednesday,Clear,13,0
12423,Rajdhani,2100,2026-03-30,Monday,Clear,2,0
22924,Superfast,1500,2025-12-08,Monday,Clear,3,0
11020,Express,1800,2025-12-15,Monday,Clear,5,0
12004,Shatabdi,450,2025-09-18,Thursday,Foggy,79,1
11020,Express,1800,2025-10-28,Tuesday,Clear,20,0
12423,Rajdhani,2100,2025-10-08,Wednesday,Clear,5,0
11020,Express,1800,2025-12-30,Tuesday,Rainy,56,0
12423,Rajdhani,2100,2025-05-14,Wednesday,Clear,2,0
12423,Rajdhani,2100,2025-04-29,Tuesday,Stormy,1,0
12951,Rajdhani,1380,2025-09-22,Monday,Clear,13,0
12423,Rajdhani,2100,2025-08-04,Monday,Clear,8,0
12004,Shatabdi,450,2026-01-11,Sunday,Clear,0,0
11020,Express,1800,2025-10-30,Thursday,Clear,5,0
12004,Shatabdi,450,2025-07-24,Thursday,Clear,4,0
12951,Rajdhani,1380,2025-07-13,Sunday,Rainy,10,0
12423,Rajdhani,2100,2026-01-05,Monday,Clear,8,0
12004,Shatabdi,450,2025-06-14,Saturday,Foggy,68,1
12004,Shatabdi,450,2025-11-04,Tuesday,Rainy,13,0
22924,Superfast,1500,2025-11-02,Sunday,Rainy,50,0
12423,Rajdhani,2100,2025-04-14,Monday,Clear,13,0
12423,Rajdhani,2100,2025-05-13,Tuesday,Clear,2,0
11020,Express,1800,2026-02-22,Sunday,Clear,19,0
11020,Express,1800,2025-09-15,Monday,Clear,15,0
12423,Rajdhani,2100,2025-08-13,Wednesday,Rainy,25,0
12423,Rajdhani,2100,2026-01-29,Thursday,Rainy,25,0
12951,Rajdhani,1380,2025-08-01,Friday,Clear,8,0
12423,Rajdhani,2100,2026-04-08,Wednesday,Clear,0,0
11020,Express,1800,2026-03-17,Tuesday,Clear,14,0
12004,Shatabdi,450,2025-09-10,Wednesday,Foggy,72,1
12423,Rajdhani,2100,2026-02-27,Friday,Clear,13,0
22924,Superfast,1500,2025-06-06,Friday,Clear,8,0
11020,Express,1800,2026-04-08,Wednesday,Clear,0,0
11020,Express,1800,2025-07-11,Friday,Stormy,2,0
12423,Rajdhani,2100,2025-07-09,Wednesday,Clear,5,0
12951,Rajdhani,1380,2026-01-21,Wednesday,Foggy,65,1
22924,Superfast,1500,2026-02-15,Sunday,Clear,6,0
22924,Superfast,1500,2025-07-26,Saturday,Rainy,41,0
12004,Shatabdi,450,2025-12-28,Sunday,Rainy,17,0
12004,Shatabdi,450,2025-08-03,Sunday,Foggy,73,1
12951,Rajdhani,1380,2026-02-22,Sunday,Clear,10,0
12951,Rajdhani,1380,2026-01-04,Sunday,Clear,3,0
11020,Express,1800,2025-06-27,Friday,Clear,45,0
12004,Shatabdi,450,2026-01-06,Tuesday,Clear,1,0
12423,Rajdhani,2100,2025-10-23,Thursday,Clear,25,0
12004,Shatabdi,450,2025-07-13,Sunday,Rainy,10,0
12004,Shatabdi,450,2025-07-25,Friday,Rainy,19,0
12004,Shatabdi,450,2026-01-16,Friday,Rainy,43,0
22924,Superfast,1500,2025-08-08,Friday,Clear,3,0
12951,Rajdhani,1380,2026-02-05,Thursday,Clear,1,0
11020,Express,1800,2025-06-01,Sunday,Clear,32,0
11020,Express,1800,2025-08-07,Thursday,Foggy,98,1
12004,Shatabdi,450,2025-06-10,Tuesday,Clear,4,0
11020,Express,1800,2025-12-23,Tuesday,Stormy,7,0
12004,Shatabdi,450,2026-02-16,Monday,Clear,7,0
12423,Rajdhani,2100,2025-09-10,Wednesday,Rainy,8,0
12951,Rajdhani,1380,2025-08-22,Friday,Clear,4,0
22924,Superfast,1500,2026-02-02,Monday,Clear,31,0
12004,Shatabdi,450,2025-09-03,Wednesday,Clear,1,0
22924,Superfast,1500,2026-02-04,Wednesday,Clear,1,0
11020,Express,1800,2025-11-29,Saturday,Clear,1,0
22924,Superfast,1500,2025-07-31,Thursday,Clear,38,0
12004,Shatabdi,450,2026-04-03,Friday,Rainy,15,0
12004,Shatabdi,450,2026-02-15,Sunday,Rainy,20,0
22924,Superfast,1500,2025-10-19,Sunday,Rainy,16,0
11020,Express,1800,2026-02-04,Wednesday,Stormy,9,0
22924,Superfast,1500,2026-02-28,Saturday,Clear,10,0
12951,Rajdhani,1380,2025-05-20,Tuesday,Clear,0,0
12423,Rajdhani,2100,2025-05-17,Saturday,Stormy,7,0
12004,Shatabdi,450,2026-04-13,Monday,Clear,10,0
12423,Rajdhani,2100,2026-01-23,Friday,Clear,2,0
22924,Superfast,1500,2025-07-23,Wednesday,Clear,15,0
11020,Express,1800,2025-05-11,Sunday,Clear,35,0
22924,Superfast,1500,2025-09-27,Saturday,Clear,14,0
22924,Superfast,1500,2025-09-16,Tuesday,Rainy,29,0
12423,Rajdhani,2100,2026-02-18,Wednesday,Rainy,35,0
11020,Express,1800,2025-12-22,Monday,Foggy,121,1
12951,Rajdhani,1380,2025-12-17,Wednesday,Rainy,29,0
11020,Express,1800,2025-11-19,Wednesday,Clear,1,0
11020,Express,1800,2025-11-25,Tuesday,Clear,7,0
12423,Rajdhani,2100,2026-03-19,Thursday,Clear,21,0
22924,Superfast,1500,2025-10-08,Wednesday,Rainy,26,0
22924,Superfast,1500,2026-03-11,Wednesday,Stormy,10,0
12951,Rajdhani,1380,2025-06-30,Monday,Clear,8,0
22924,Superfast,1500,2026-04-11,Saturday,Clear,10,0
12951,Rajdhani,1380,2025-10-04,Saturday,Foggy,100,1
12951,Rajdhani,1380,2025-10-24,Friday,Foggy,64,1
11020,Express,1800,2025-08-01,Friday,Rainy,41,0
22924,Superfast,1500,2025-11-27,Thursday,Rainy,33,0
